3.815714
100
0.090000
0.000000 0.000000 0.000000
0.000000 0.000000 0.763143
0.000000 0.000000 1.526286
0.000000 0.000000 2.289428
-0.049620 -0.013172 3.038653
-0.027340 0.750269 -0.017169
0.000000 0.763143 0.763143
-0.005303 0.762195 1.541292
0.000000 0.763143 2.289428
0.000000 0.763143 3.052571
0.000000 1.526286 0.000000
-0.022927 1.532458 0.767990
0.000000 1.526286 1.526286
0.000000 1.526286 2.289428
0.000000 1.526286 3.052571
0.000000 2.289428 0.000000
0.000000 2.289428 0.763143
0.000000 2.289428 1.526286
0.000000 2.289428 2.289428
0.000000 2.289428 3.052571
0.000000 3.052571 0.000000
0.000000 3.052571 0.763143
-0.067669 3.043886 1.510953
0.000000 3.052571 2.289428
0.000000 3.052571 3.052571
0.763143 0.000000 0.000000
0.763143 0.000000 0.763143
0.763143 0.000000 1.526286
0.763143 0.000000 2.289428
0.763143 0.000000 3.052571
0.763143 0.763143 0.000000
0.763143 0.763143 0.763143
0.763143 0.763143 1.526286
0.763143 0.763143 2.289428
0.763143 0.763143 3.052571
0.763143 1.526286 0.000000
0.763143 1.526286 0.763143
0.763143 1.526286 1.526286
0.763143 1.526286 2.289428
0.763143 1.526286 3.052571
0.763143 2.289428 0.000000
0.763143 2.289428 0.763143
0.763143 2.289428 1.526286
0.763143 2.289428 2.289428
0.753041 2.288116 3.050426
0.763143 3.052571 0.000000
0.763143 3.052571 0.763143
0.763143 3.052571 1.526286
0.763143 3.052571 2.289428
0.763143 3.052571 3.052571
1.526286 0.000000 0.000000
1.526286 0.000000 0.763143
1.526286 0.000000 1.526286
1.526286 0.000000 2.289428
1.526286 0.000000 3.052571
1.526286 0.763143 0.000000
1.526286 0.763143 0.763143
1.526286 0.763143 1.526286
1.526286 0.763143 2.289428
1.526286 0.763143 3.052571
1.526286 1.526286 0.000000
1.526286 1.526286 0.763143
1.526286 1.526286 1.526286
1.526286 1.526286 2.289428
1.526286 1.526286 3.052571
1.526286 2.289428 0.000000
1.526286 2.289428 0.763143
1.526286 2.289428 1.526286
1.526286 2.289428 2.289428
1.526286 2.289428 3.052571
1.526286 3.052571 0.000000
1.526286 3.052571 0.763143
1.526286 3.052571 1.526286
1.526286 3.052571 2.289428
1.526286 3.052571 3.052571
2.289428 0.000000 0.000000
2.289428 0.000000 0.763143
2.289428 0.000000 1.526286
2.289428 0.000000 2.289428
2.289428 0.000000 3.052571
2.289428 0.763143 0.000000
2.289428 0.763143 0.763143
2.289428 0.763143 1.526286
2.289428 0.763143 2.289428
2.289428 0.763143 3.052571
2.289428 1.526286 0.000000
2.289428 1.526286 0.763143
2.289428 1.526286 1.526286
2.289428 1.526286 2.289428
2.289428 1.526286 3.052571
2.289428 2.289428 0.000000
2.289428 2.289428 0.763143
2.325699 2.303193 1.543217
2.289428 2.289428 2.289428
2.289428 2.289428 3.052571
2.289428 3.052571 0.000000
2.289428 3.052571 0.763143
2.289428 3.052571 1.526286
2.296201 3.056649 2.300814
2.289428 3.052571 3.052571
